Model,Threshold,Precision,Recall,F1,F2,ROC-AUC,Average Precision,Specificity,False Positive Rate,False Negative Rate,Review Rate,TN,FP,FN,TP
CatBoost,0.33,0.8941176470588236,0.8,0.8444444444444443,0.817204301075082,0.9757306276936627,0.8138259782441386,0.9998411325484104,0.00015886745158955713,0.2,0.0014979029358897543,56642,9,19,76
CatBoost,0.34,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.35000000000000003,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.36000000000000004,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.37,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.38,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.39,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.4,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.41000000000000003,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.42000000000000004,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9757306276936627,0.8138259782441386,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
CatBoost,0.43,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.44,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.45,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.46,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.47000000000000003,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.48000000000000004,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.49,0.9156626506024096,0.8,0.8539325842696628,0.8207343412525159,0.9757306276936627,0.8138259782441386,0.9998764364265414,0.0001235635734585444,0.2,0.0014626581609276424,56644,7,19,76
CatBoost,0.5,0.926829268292683,0.8,0.8587570621468926,0.8225108225106401,0.9757306276936627,0.8138259782441386,0.999894088365607,0.00010591163439303807,0.2,0.0014450357734465866,56645,6,19,76
CatBoost,0.51,0.926829268292683,0.8,0.8587570621468926,0.8225108225106401,0.9757306276936627,0.8138259782441386,0.999894088365607,0.00010591163439303807,0.2,0.0014450357734465866,56645,6,19,76
CatBoost,0.52,0.926829268292683,0.8,0.8587570621468926,0.8225108225106401,0.9757306276936627,0.8138259782441386,0.999894088365607,0.00010591163439303807,0.2,0.0014450357734465866,56645,6,19,76
CatBoost,0.53,0.926829268292683,0.8,0.8587570621468926,0.8225108225106401,0.9757306276936627,0.8138259782441386,0.999894088365607,0.00010591163439303807,0.2,0.0014450357734465866,56645,6,19,76
CatBoost,0.54,0.926829268292683,0.8,0.8587570621468926,0.8225108225106401,0.9757306276936627,0.8138259782441386,0.999894088365607,0.00010591163439303807,0.2,0.0014450357734465866,56645,6,19,76
CatBoost,0.55,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.56,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.5700000000000001,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.5800000000000001,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.59,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.6,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.61,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.62,0.9382716049382716,0.8,0.8636363636363636,0.8242950108458059,0.9757306276936627,0.8138259782441386,0.9999117403046724,8.825969532753173e-05,0.2,0.0014274133859655306,56646,5,19,76
CatBoost,0.63,0.95,0.8,0.8685714285714285,0.8260869565215596,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.2,0.0014097909984844747,56647,4,19,76
CatBoost,0.64,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.65,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.66,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.67,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.68,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.6900000000000001,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.7000000000000001,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.7100000000000001,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.72,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.73,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.74,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.75,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.76,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.77,0.9493670886075949,0.7894736842105263,0.8620689655172414,0.8169934640521094,0.9757306276936627,0.8138259782441386,0.999929392243738,7.060775626202538e-05,0.21052631578947367,0.0013921686110034187,56647,4,20,75
CatBoost,0.78,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.79,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.8,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.81,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.8200000000000001,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.8300000000000001,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.8400000000000001,0.9615384615384616,0.7894736842105263,0.8670520231213873,0.8187772925762425,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.21052631578947367,0.0013745462235223629,56648,3,20,75
CatBoost,0.85,0.961038961038961,0.7789473684210526,0.8604651162790697,0.80962800875256,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.22105263157894736,0.0013569238360413068,56648,3,21,74
CatBoost,0.86,0.9605263157894737,0.7684210526315789,0.8538011695906433,0.8004385964910543,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.23157894736842105,0.001339301448560251,56648,3,22,73
CatBoost,0.87,0.9605263157894737,0.7684210526315789,0.8538011695906433,0.8004385964910543,0.9757306276936627,0.8138259782441386,0.9999470441828034,5.2955817196519035e-05,0.23157894736842105,0.001339301448560251,56648,3,22,73
CatBoost,0.88,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.89,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.9,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.91,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.92,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.93,0.9733333333333334,0.7684210526315789,0.8588235294117647,0.80219780219763,0.9757306276936627,0.8138259782441386,0.999964696121869,3.530387813101269e-05,0.23157894736842105,0.001321679061079195,56649,2,22,73
CatBoost,0.9400000000000001,0.9863013698630136,0.7578947368421053,0.8571428571428571,0.7947019867547981,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.24210526315789474,0.001286434286117083,56650,1,23,72
CatBoost,0.9500000000000001,0.9861111111111112,0.7473684210526316,0.8502994011976047,0.7853982300883281,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.25263157894736843,0.0012688118986360273,56650,1,24,71
CatBoost,0.9600000000000001,0.9859154929577465,0.7368421052631579,0.8433734939759036,0.7760532150774395,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.2631578947368421,0.0012511895111549712,56650,1,25,70
CatBoost,0.97,0.9857142857142858,0.7263157894736842,0.8363636363636364,0.7666666666665024,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.2736842105263158,0.0012335671236739154,56650,1,26,69
CatBoost,0.98,0.9855072463768116,0.7157894736842105,0.8292682926829269,0.7572383073495035,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.28421052631578947,0.0012159447361928593,56650,1,27,68
CatBoost,0.99,0.9850746268656716,0.6947368421052632,0.8148148148148148,0.7382550335568876,0.9757306276936627,0.8138259782441386,0.9999823480609344,1.7651939065506346e-05,0.30526315789473685,0.0011806999612307475,56650,1,29,66
Random Forest,0.01,0.05289672544080604,0.8842105263157894,0.0998217468805704,0.21341463414614667,0.9438144353841481,0.8101837108804693,0.9734514836454785,0.026548516354521545,0.11578947368421053,0.027984351319916823,55147,1504,11,84
Random Forest,0.02,0.14013840830449828,0.8526315789473684,0.2407132243684993,0.42275574112704944,0.9438144353841481,0.8101837108804693,0.9912269862844434,0.008773013715556654,0.14736842105263157,0.01018573996405033,56154,497,14,81
Random Forest,0.03,0.20253164556962025,0.8421052631578947,0.32653061224489793,0.5161290322577522,0.9438144353841481,0.8101837108804693,0.9944396391943655,0.005560360805634499,0.15789473684210525,0.006960843055017094,56336,315,15,80
Random Forest,0.04,0.308300395256917,0.8210526315789474,0.4482758620689655,0.6161137440755294,0.9438144353841481,0.8101837108804693,0.9969109106635364,0.0030890893364636106,0.17894736842105263,0.004458464032707151,56476,175,17,78
Random Forest,0.05,0.37320574162679426,0.8210526315789474,0.513157894736842,0.662139219014994,0.9438144353841481,0.8101837108804693,0.9976875959824186,0.0023124040175813315,0.17894736842105263,0.00368307898354069,56520,131,17,78
Random Forest,0.060000000000000005,0.45614035087719296,0.8210526315789474,0.5864661654135338,0.7078039927402043,0.9438144353841481,0.8101837108804693,0.9983583696669079,0.0016416303330920902,0.17894736842105263,0.0030134282592605647,56558,93,17,78
Random Forest,0.06999999999999999,0.52,0.8210526315789474,0.6367346938775511,0.7358490566035198,0.9438144353841481,0.8101837108804693,0.9987290603872836,0.001270939612716457,0.17894736842105263,0.00264335812215839,56579,72,17,78
Random Forest,0.08,0.6,0.8210526315789474,0.6933333333333334,0.7647058823527039,0.9438144353841481,0.8101837108804693,0.9990820991685937,0.00091790083140633,0.17894736842105263,0.002290910372537271,56599,52,17,78
Random Forest,0.09,0.6610169491525424,0.8210526315789474,0.7323943661971831,0.783132530120256,0.9438144353841481,0.8101837108804693,0.9992939224373798,0.0007060775626202538,0.17894736842105263,0.0020794417227646004,56611,40,17,78
Random Forest,0.09999999999999999,0.7222222222222222,0.8210526315789474,0.7684729064039408,0.799180327868637,0.9438144353841481,0.8101837108804693,0.9994704418280348,0.0005295581719651904,0.17894736842105263,0.0019032178479540408,56621,30,17,78
Random Forest,0.11,0.7289719626168224,0.8210526315789474,0.7722772277227723,0.8008213552359252,0.9438144353841481,0.8101837108804693,0.9994880937671003,0.000511906232899684,0.17894736842105263,0.001885595460472985,56622,29,17,78
Random Forest,0.12,0.7403846153846154,0.8105263157894737,0.7738693467336684,0.7954545454543346,0.9438144353841481,0.8101837108804693,0.9995233976452313,0.0004766023547686713,0.18947368421052632,0.001832728298029817,56624,27,18,77
Random Forest,0.13,0.7475728155339806,0.8105263157894737,0.7777777777777778,0.7971014492751526,0.9438144353841481,0.8101837108804693,0.9995410495842968,0.000458950415703165,0.18947368421052632,0.0018151059105487612,56625,26,18,77
Random Forest,0.14,0.7777777777777778,0.8105263157894737,0.7938144329896907,0.8037578288098159,0.9438144353841481,0.8101837108804693,0.9996116573405589,0.0003883426594411396,0.18947368421052632,0.0017446163606245374,56629,22,18,77
Random Forest,0.15000000000000002,0.7777777777777778,0.8105263157894737,0.7938144329896907,0.8037578288098159,0.9438144353841481,0.8101837108804693,0.9996116573405589,0.0003883426594411396,0.18947368421052632,0.0017446163606245374,56629,22,18,77
Random Forest,0.16,0.8105263157894737,0.8105263157894737,0.8105263157894737,0.8105263157892737,0.9438144353841481,0.8101837108804693,0.9996822650968209,0.00031773490317911425,0.18947368421052632,0.0016741268107003137,56633,18,18,77
Random Forest,0.17,0.8279569892473119,0.8105263157894737,0.8191489361702128,0.8139534883718955,0.9438144353841481,0.8101837108804693,0.9997175689749519,0.00028243102504810154,0.18947368421052632,0.0016388820357382018,56635,16,18,77
Random Forest,0.18000000000000002,0.8555555555555555,0.8105263157894737,0.8324324324324324,0.8191489361700192,0.9438144353841481,0.8101837108804693,0.9997705247921485,0.0002294752078515825,0.18947368421052632,0.0015860148732950341,56638,13,18,77
Random Forest,0.19,0.8651685393258427,0.8105263157894737,0.8369565217391305,0.8208955223878674,0.9438144353841481,0.8101837108804693,0.9997881767312139,0.00021182326878607614,0.18947368421052632,0.001568392485813978,56639,12,18,77
Random Forest,0.2,0.8651685393258427,0.8105263157894737,0.8369565217391305,0.8208955223878674,0.9438144353841481,0.8101837108804693,0.9997881767312139,0.00021182326878607614,0.18947368421052632,0.001568392485813978,56639,12,18,77
Random Forest,0.21000000000000002,0.8735632183908046,0.8,0.8351648351648352,0.8137044967878192,0.9438144353841481,0.8101837108804693,0.9998058286702795,0.0001941713297205698,0.2,0.0015331477108518662,56640,11,19,76
Random Forest,0.22,0.8735632183908046,0.8,0.8351648351648352,0.8137044967878192,0.9438144353841481,0.8101837108804693,0.9998058286702795,0.0001941713297205698,0.2,0.0015331477108518662,56640,11,19,76
Random Forest,0.23,0.8941176470588236,0.8,0.8444444444444443,0.817204301075082,0.9438144353841481,0.8101837108804693,0.9998411325484104,0.00015886745158955713,0.2,0.0014979029358897543,56642,9,19,76
Random Forest,0.24000000000000002,0.9047619047619048,0.8,0.8491620111731844,0.8189655172411939,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.2,0.0014802805484086985,56643,8,19,76
Random Forest,0.25,0.9036144578313253,0.7894736842105263,0.8426966292134832,0.8099352051834015,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.21052631578947367,0.0014626581609276424,56643,8,20,75
Random Forest,0.26,0.9036144578313253,0.7894736842105263,0.8426966292134832,0.8099352051834015,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.21052631578947367,0.0014626581609276424,56643,8,20,75
Random Forest,0.27,0.9036144578313253,0.7894736842105263,0.8426966292134832,0.8099352051834015,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.21052631578947367,0.0014626581609276424,56643,8,20,75
Random Forest,0.28,0.9036144578313253,0.7894736842105263,0.8426966292134832,0.8099352051834015,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.21052631578947367,0.0014626581609276424,56643,8,20,75
Random Forest,0.29000000000000004,0.9036144578313253,0.7894736842105263,0.8426966292134832,0.8099352051834015,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.21052631578947367,0.0014626581609276424,56643,8,20,75
Random Forest,0.3,0.9024390243902439,0.7789473684210526,0.8361581920903954,0.8008658008656184,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.22105263157894736,0.0014450357734465866,56643,8,21,74
Random Forest,0.31,0.9024390243902439,0.7789473684210526,0.8361581920903954,0.8008658008656184,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.22105263157894736,0.0014450357734465866,56643,8,21,74
Random Forest,0.32,0.9012345679012346,0.7684210526315789,0.8295454545454545,0.791757049891359,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.23157894736842105,0.0014274133859655306,56643,8,22,73
Random Forest,0.33,0.9012345679012346,0.7684210526315789,0.8295454545454545,0.791757049891359,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.23157894736842105,0.0014274133859655306,56643,8,22,73
Random Forest,0.34,0.9012345679012346,0.7684210526315789,0.8295454545454545,0.791757049891359,0.9438144353841481,0.8101837108804693,0.999858784487476,0.00014121551252405077,0.23157894736842105,0.0014274133859655306,56643,8,22,73
Random Forest,0.35000000000000003,0.9240506329113924,0.7684210526315789,0.8390804597701149,0.7952069716773816,0.9438144353841481,0.8101837108804693,0.999894088365607,0.00010591163439303807,0.23157894736842105,0.0013921686110034187,56645,6,22,73
Random Forest,0.36000000000000004,0.9358974358974359,0.7684210526315789,0.8439306358381503,0.7969432314408714,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.23157894736842105,0.0013745462235223629,56646,5,22,73
Random Forest,0.37,0.9358974358974359,0.7684210526315789,0.8439306358381503,0.7969432314408714,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.23157894736842105,0.0013745462235223629,56646,5,22,73
Random Forest,0.38,0.935064935064935,0.7578947368421053,0.8372093023255814,0.7877461706781618,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.24210526315789474,0.0013569238360413068,56646,5,23,72
Random Forest,0.39,0.935064935064935,0.7578947368421053,0.8372093023255814,0.7877461706781618,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.24210526315789474,0.0013569238360413068,56646,5,23,72
Random Forest,0.4,0.935064935064935,0.7578947368421053,0.8372093023255814,0.7877461706781618,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.24210526315789474,0.0013569238360413068,56646,5,23,72
Random Forest,0.41000000000000003,0.9342105263157895,0.7473684210526316,0.8304093567251462,0.7785087719296511,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.25263157894736843,0.001339301448560251,56646,5,24,71
Random Forest,0.42000000000000004,0.9342105263157895,0.7473684210526316,0.8304093567251462,0.7785087719296511,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.25263157894736843,0.001339301448560251,56646,5,24,71
Random Forest,0.43,0.9342105263157895,0.7473684210526316,0.8304093567251462,0.7785087719296511,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.25263157894736843,0.001339301448560251,56646,5,24,71
Random Forest,0.44,0.9342105263157895,0.7473684210526316,0.8304093567251462,0.7785087719296511,0.9438144353841481,0.8101837108804693,0.9999117403046724,8.825969532753173e-05,0.25263157894736843,0.001339301448560251,56646,5,24,71
Random Forest,0.45,0.9466666666666667,0.7473684210526316,0.8352941176470587,0.7802197802196082,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.25263157894736843,0.001321679061079195,56647,4,24,71
Random Forest,0.46,0.9459459459459459,0.7368421052631579,0.8284023668639052,0.770925110131988,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.2631578947368421,0.0013040566735981391,56647,4,25,70
Random Forest,0.47000000000000003,0.9452054794520548,0.7263157894736842,0.8214285714285715,0.761589403973341,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.2736842105263158,0.001286434286117083,56647,4,26,69
Random Forest,0.48000000000000004,0.9444444444444444,0.7157894736842105,0.81437125748503,0.7522123893803637,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.28421052631578947,0.0012688118986360273,56647,4,27,68
Random Forest,0.49,0.9444444444444444,0.7157894736842105,0.81437125748503,0.7522123893803637,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.28421052631578947,0.0012688118986360273,56647,4,27,68
Random Forest,0.5,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.51,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.52,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.53,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.54,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.55,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.56,0.9436619718309859,0.7052631578947368,0.8072289156626505,0.7427937915741135,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.29473684210526313,0.0012511895111549712,56647,4,28,67
Random Forest,0.5700000000000001,0.9428571428571428,0.6947368421052632,0.7999999999999999,0.7333333333331691,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.30526315789473685,0.0012335671236739154,56647,4,29,66
Random Forest,0.5800000000000001,0.9420289855072463,0.6842105263157895,0.7926829268292683,0.7238307349664298,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.3157894736842105,0.0012159447361928593,56647,4,30,65
Random Forest,0.59,0.9420289855072463,0.6842105263157895,0.7926829268292683,0.7238307349664298,0.9438144353841481,0.8101837108804693,0.999929392243738,7.060775626202538e-05,0.3157894736842105,0.0012159447361928593,56647,4,30,65
Random Forest,0.6,0.9558823529411765,0.6842105263157895,0.7975460122699386,0.7254464285712676,0.9438144353841481,0.8101837108804693,0.9999470441828034,5.2955817196519035e-05,0.3157894736842105,0.0011983223487118035,56648,3,30,65
